유형,대회명,웹페이지,시작일,종료일
경진대회,2023 디지털병리 데이터 활용 AI 해커톤,https://www.codipaichallenge.com/,2023-08-11,2023-08-27
공모전,2023 한약 실험정보 데이터를 활용한 인공지능 경진대회,https://nikomcontest.co.kr/,2023-07-24,2023-08-27
공모전,2023년 국립중앙과학관 GBIF 데어터 활용 해커톤 경진대회,https://www.science.go.kr/board/view?menuId=MENU00477&linkId=4702679,2023-07-18,2023-08-27
공모전,갤럭시아 WEB 3.0 서비스 아이디어 공모전,https://galaxiametaverse.com/,2023-07-17,2023-08-27
경진대회,데이콘 Basic 흡연 여부 예측 AI 경진대회,https://dacon.io/competitions/official/236147/overview/description,2023-08-14,2023-08-28
경진대회,2023 전력사용량 예측 AI 경진대회,https://dacon.io/competitions/official/236125/overview/description,2023-07-17,2023-08-28
경진대회,2023 제1회 철도 인공지능 경진대회,https://aifactory.space/competition/2511/discussion/504,2023-07-17,2023-08-28
공모전,AudioCraft 24-hours Hackathon,https://lablab.ai/event/audiocraft-24-hours-hackathon,2023-08-25,2023-08-31
공모전,제5회 서울교육 데이터 활용 아이디어 공모전,https://www.senbigdata.com/,2023-07-28,2023-08-31
경진대회,제2회 유통데이터 활용 경진대회,https://festa.kdlc.or.kr/circulation/support/64d053a2c573d320c1458582,2023-08-07,2023-08-31
공모전,2023년 천안시 데이터 기반 시각화 아이디어 공모전,http://www.kodata.co.kr/cr/CRNOT01R1.do,2023-07-11,2023-08-31
경진대회,2023 DATA·AI 분석 경진대회,https://dataon-con.kr/,2023-07-10,2023-08-31
공모전,제11회 국민연금 연구과제 대[對]국민 공모전,https://institute.nps.or.kr/jsppage/app/cms/view.jsp?seq=27612&cPage=2&cmsId=lab_news01&SK=&SW=,2023-04-03,2023-08-31
공모전,제7회 금융보안원 논문공모전,https://www.fsec.or.kr/bbs/detail?menuNo=66&bbsNo=11229,2023-04-03,2023-08-31
공모전,제9회 과학치안 아이디어 공모전,https://kipot.or.kr/user/ex2.do?pidx=11,2023-07-31,2023-09-01
공모전,데이터기반행정 활성화를 위한 2023년 데이터 분석·활용 공모전,https://sotong.go.kr/front/epilogue/epilogueBbsViewPage.do?bbs_id=597ac85d8e7b4352872d3edb1a681a0c&searchkey=A&searchtxt=&miv_pageNo=2,2023-07-17,2023-09-01
공모전,2023 위성정보활용 경진대회,https://www.sac2023-nsoac.com/,2023-07-01,2023-09-01
공모전,스마트 물류서비스 혁신 아이디어 공모전,https://xn--ob0bx8uuja23acvw85amojfkw.com/,2023-07-21,2023-09-01
공모전,프롬프터 데이 서울 2023,https://www.prompterday.com/main,2023-08-16,2023-09-03
공모전,AI Song Contest 2023,https://www.aisongcontest.com/,2023-07-30,2023-09-04
공모전,제주테크노파크 2023 디지털 사회혁신 해커톤 경진대회,https://www.jejudsi.kr/notice/notice.htm?act=view&seq=281,2023-08-24,2023-09-07
공모전,SeamlessM4T 24-hours Hackathon,https://lablab.ai/event/seamlessm4t-24-hours-hackathon,2023-09-08,2023-09-08
공모전,2023 여성가족부 청소년데이터 융복합 분석·활용 공모전,https://mogefdatacontest.co.kr/,2023-08-07,2023-09-08
공모전,2023 킨텍스 실무협업 아이톤(Idea-Thon) 대회,https://www.kintex.com/web/ko/customer/notice/view.do?seq=36128&pageIndex=1&pageUnit=10&searchKeyword=,2023-08-01,2023-09-08
공모전,2023 지하안전 공공데이터 활용 경진대회,https://www.all-con.co.kr/view/contest/500741?page=5&sortname=cl_order&sortorder=asc&t=1&ct=&sc=&tg=,2023-07-10,2023-09-08
공모전,Build Your AI StartUp. Episode 4,https://lablab.ai/event/ai-startup-hackathon-episode-4,2023-09-07,2023-09-09
공모전,2023 전국 대학생 SW 창업아이디어톤,https://histarter0829.wixsite.com/2023ericasw,2023-08-18,2023-09-10
공모전,Improve a Fixed Model the Data-Centric Way!,https://www.kaggle.com/competitions/playground-series-s3e21,2023-08-22,2023-09-11
공모전,2023 제11회 빅콘테스트,https://www.bigcontest.or.kr/,2023-07-31,2023-09-11
경진대회,2023 스마트농업 AI 경진대회,https://saaicontest.com/,2023-08-24,2023-09-13
공모전,(화성시) AI기법에 의한 인구예측모델 정확도 비교 분석,https://compas.lh.or.kr/subj/competition/info?subjNo=SBJ_2307_001,2023-07-14,2023-09-13
공모전,GBIC 2023 해커톤,https://gbichackathon.com/,2023-08-28,2023-09-15
경진대회,서울 버추얼 자율주행 챌린지,https://www.morai.ai/ko/svadc,2023-08-25,2023-09-15
경진대회,사이버보안 빅데이터 AI 챌린지,https://aibigdatasec.kr/detail,2023-08-21,2023-09-15
공모전,문화체육관광부 AI 기술을 활용한 문화콘텐츠 공모전,https://m.onoffmix.com/event/282510,2023-09-01,2023-09-15
공모전,2023 데이터 크리에이터 캠프,https://kbig.kr/portal/kbig/keybiz/creatorcamp.page,2023-08-16,2023-09-15
공모전,국민참여 청년 건강증진 아이디어 공모전,https://www.khepi.or.kr/board/view?pageNum=1&rowCnt=10&no1=52&linkId=1006565&menuId=MENU01319&schType=0&schText=&searchType=&boardStyle=&categoryId=&continent=&country=&contents1=,2023-08-08,2023-09-15
공모전,(김해시) 공공 와이파이존 재배치 및 신규 입지 분석,https://compas.lh.or.kr/subj/competition/info?subjNo=SBJ_2307_003,2023-07-31,2023-09-15
공모전,(제주도) 소규모 단위의 정밀 도시 쇠퇴도 시각화 분석,https://compas.lh.or.kr/subj/competition/info?subjNo=SBJ_2307_002,2023-07-31,2023-09-15
경진대회,제2회 통신망 안정성 확보를 위한 인공지능 해커톤,https://aifactory.space/competition/2513/discussion/508,2023-07-19,2023-09-15
공모전,2023 ICT 표준 챌린지 공모전,https://tta.or.kr/tta/selectBbsNttView.do?key=74&bbsNo=105&nttNo=12758&searchCtgry=&searchCnd=all&searchKrwd=&integrDeptCode=&pageIndex=1,2023-06-12,2023-09-15
공모전,금융보안 위협분석 대회 FIESTA 2023,https://fiesta.fsec.or.kr/,2023-08-23,2023-09-16
경진대회,2023 Alphathon,https://linktr.ee/worldquantkorea,2023-09-09,2023-09-17
공모전,넥슨-GSOK 논문 공모전,https://blog.naver.com/nexon-gsok_contest/223116248433,2023-05-31,2023-09-17
공모전,보험산업 발전을 위한 제7회 대학생 아이디어 공모전,http://pf.kakao.com/_GISFs/100463239,2023-09-13,2023-09-17
경진대회,The CityLearn Challenge 2023,https://www.aicrowd.com/challenges/neurips-2023-citylearn-challenge,2023-08-21,2023-09-18
공모전,LLM Hackathon,https://streamlit.io/community/llm-hackathon-2023?utm_campaign=2023-Q3+LLM+Hackathon&utm_medium=social&utm_source=youtube&utm_content=dataprofessor,2023-09-05,2023-09-19
경진대회,Wyze Rule Recommendation Challenge,https://huggingface.co/spaces/competitions/wyze-rule-recommendation,2023-08-15,2023-09-21
경진대회,Samsung Computer Engineering Challenge 2023,https://cechallenge.github.io/challenge/,2023-08-21,2023-09-22
공모전,도전.한국 2023 대국민 아이디어 공모전,https://sotong.go.kr/front/methodPssrp/methodPssrpBbsViewPage.do?bbs_id=7029ff4a03c74facbbdc27fffcff7469&menu_id=533,2023-07-19,2023-09-22
공모전,한국전력공사 2023 구미산단 에너지자급자족 데이터톤,https://sotong.go.kr/front/epilogue/epilogueNewViewPage.do?bbs_id=21eb5f118fb145a0a8f19b88876c233a&pagetype=bbs&searchkey=A&searchtxt=&miv_pageNo=1&preDate=&endDate=,2023-08-21,2023-09-22
공모전,해양금융·해운정보 혁신 국민아이디어 경진대회,https://www.kobc.or.kr/ebz/kor/bbs/view.do?mId=0505010000&bIdx=95631&ptIdx=241,2023-07-19,2023-09-22
경진대회,2023 한국어 AI 경진대회,https://competition.aihub.or.kr/2023,2023-08-27,2023-09-23
공모전,2023 스마트 HACCP 데이터 활용 경진대회,https://www.haccp.or.kr/user/boardDetail.do,2023-07-24,2023-09-24
공모전,AI활용 온라인 개발대회 <싱커톤 시즌3>,https://www.synctree101.com/syncathon/main,2023-09-08,2023-09-24
공모전,제6회 팩트체킹 공모전,http://reportplus.kr/factcheck_contest/,2023-04-26,2023-09-24
경진대회,분당서울대학교병원_COVID-19_데이터톤,https://snubh-hackathon.com/,2023-09-18,2023-09-25
경진대회,월간 데이콘 쇼츠 - 뉴스 기사 레이블 복구 해커톤,https://dacon.io/competitions/official/236159/overview/description,2023-09-22,2023-09-25
공모전,2023년 AI 허브 개방데이터 아이디어 경진대회(2차),http://www.aihub-ideacontest.co.kr/,2023-09-07,2023-09-25
공모전,AI편곡 리메이크 공모전 ‘I am Re:Born’,http://mw.genie.co.kr/magazine/magazineView?ctid=1&mgz_seq=13500,2023-09-01,2023-09-25
경진대회,제1회 신약개발 AI 경진대회,https://dacon.io/competitions/official/236127/overview/description,2023-08-07,2023-09-25
공모전,2023년 한국자산관리공사 해운시황 분석 경진대회,https://www.kamco.or.kr/portal/bbs/view.do?mId=0701010000&bIdx=12546&ptIdx=380,2023-07-03,2023-09-25
공모전,2023년 환경 데이터 분석(활용) 아이디어 공모전,https://docs.google.com/forms/d/e/1FAIpQLSeXMcgPriZzoHvB44COXRl_p0jRA4SNuJ-knRW1WLxjTcgONw/viewform,2023-09-01,2023-09-26
공모전,2023년 밀양시 공공데이터 활용 아이디어·분석 공모전,https://www.miryang.go.kr/web/bbs/selectNoticeDetail.do?mnNo=20901000000&owd=&bbsId=BBSMSTR_000000000021&nttId=145512&searchCnd=&searchWrd=&pageIndex=1,2023-07-31,2023-09-27
공모전,TED AI For Good Hackathon,https://www.ai-event.ted.com/hackathon,2023-08-18,2023-09-29
공모전,"AI Challenge with GPT-3.5, Codex, DALL-E, and Whisper API",https://lablab.ai/event/ai-challenge-with-gpt-3-5-codex-dall-e-and-whisper-api,2023-09-11,2023-09-30
공모전,인천공항 스마트 인프라관리 대국민 아이디어 공모전,https://www.airport.kr/co/ko/cmm/cmmBbsView.do?FNCT_CODE=19&NTT_ID=26551,2023-09-01,2023-09-30
공모전,제23회 디지털산림 활용 및 아이디어 공모,https://www.forest.go.kr/kfsweb/cop/bbs/selectBoardArticle.do?nttId=3186551&bbsId=BBSMSTR_1031&pageIndex=1&pageUnit=10&searchtitle=title&orgId=&mn=NKFS_04_01_01&component=,2023-08-07,2023-09-30
공모전,제4회 세종특별자치시 빅데이터 분석 아이디어 공모전,https://www2.sejong.go.kr/bigdata/contest/contestRcritDetailView.do,2023-08-09,2023-09-30
공모전,2023 DMC 빅데이터 아이디어 오디션,http://dbi2023.org/biznrecruitment/bizintro.do,2023-08-07,2023-09-30
공모전,2023 창원 빅데이터 공모전,https://www.changwon.go.kr/sotong/contest/list.do?mId=0104000000,2023-07-01,2023-09-30
공모전,제5회 주소기반 생활·행정 혁신 및 산업모델 아이디어 공모전,https://www.lx.or.kr/kor/contest/33/view.do,2023-06-21,2023-09-30
공모전,2023 공공데이터 논문공모전,https://nia.or.kr/site/nia_kor/ex/bbs/View.do?cbIdx=99835&bcIdx=25871&parentSeq=25871,2023-08-17,2023-10-01
공모전,2023 바이오 데이터 활용 경진대회,https://www.msit.go.kr/bbs/view.do?sCode=user&mId=129&mPid=224&bbsSeqNo=100&nttSeqNo=3178349,2023-04-25,2023-10-01
경진대회,Predict Health Outcomes of Horses,https://www.kaggle.com/competitions/playground-series-s3e22,2023-09-12,2023-10-02
공모전,2023 서울 지능형 사물인터넷(AIoT) 해커톤 대회,http://seoulhackathon.kr/,2023-08-25,2023-10-02
공모전,2023 융합연구 활성화 아이디어 공모전,http://acer.or.kr/bbs/board.php?bo_table=m03_02_02&wr_id=19&sca=%ED%98%84%EC%9E%AC,2023-08-22,2023-10-02
공모전,디지털 헬스케어 <MEDICAL HACK 2023>,https://cmit.pnuh.or.kr/TCF/cb/board/view.do?id=18&menuIdx=48&idx=1,2023-08-18,2023-10-02
경진대회,2023 Samsung AI Challenge : Camera-Invariant Domain Adaptation,https://dacon.io/competitions/official/236132/overview/description,2023-08-21,2023-10-02
경진대회,2023 Samsung AI Challenge : Machine Learning Force Fields,https://dacon.io/competitions/official/236133/overview/description,2023-08-21,2023-10-02
경진대회,2023 Samsung AI Challenge : Image Quality Assessment,https://dacon.io/competitions/official/236134/overview/description,2023-08-21,2023-10-02
경진대회,Research Rovers: AI Research Assistants for NASA,https://www.drivendata.org/competitions/252/ai-research-assistants/?utm_source=brevo&utm_campaign=April2023-newsletter&utm_medium=email,2023-08-07,2023-10-02
공모전,2023년 제2회 SW개발 공모전 'ICT콤플렉스 피우다프로젝트’,https://www.ictcoc.kr/04_com_n/com02_view.asp?idx=828&page=1&params=,2023-09-04,2023-10-03
공모전,제3회 해양과학 빅데이터 경진대회,https://haebomdata.notion.site/3-dc6985152f8d4cb88db2d841f726a218,2023-09-01,2023-10-03
공모전,서울시 AI 인공지능 아이디어 챌린지,https://news.seoul.go.kr/gov/archives/552260,2023-08-21,2023-10-03
공모전,"제4회 관광통계 인포그래픽 공모전 : 한 눈에 보는 관광통계, Past & Present",https://know.tour.go.kr/customer/contestevent/detail19Re.do?seq=27262,2023-09-04,2023-10-04
공모전,제6회 가명익명처리 기술 경진대회,https://pidicon.kr/,2023-08-09,2023-10-04
공모전,KICOX 대국민 혁신 아이디어 공모전,https://www.kicox.or.kr/user/bbs/BD_selectBbs.do?q_bbsCode=1016&q_bbscttSn=20230911085844498&q_order=&q_clCode=,2023-09-11,2023-10-05
공모전,서울 도시제조업의 문제 해결을 위한 인공지능(AI) 아이디어 경진대회,https://www.aiidea2023.co.kr/,2023-09-05,2023-10-05
공모전,2023 서울특별시 디지털 공간정보 활용 공모전,https://mediahub.seoul.go.kr/gongmo/2000428,2023-10-02,2023-10-06
공모전,데이터안심구역 활용 공동 경진대회,https://dszcontest2023.kr/,2023-09-01,2023-10-06
공모전,2023년 과학기술인 협동조합 공모전 (비즈니스 아이디어/우수모델),https://www.setcoop.net/information/information01_view.jsp?sc_board_seq=601&pk_seq=36543,2023-08-07,2023-10-06
공모전,공간정보 활용 아이디어 경진대회,https://www.vworld.kr/v4po_main.do,2023-09-20,2023-10-06
공모전,"제3회 EcoBank 기능 및 생물, 생태 빅데이터 활용 경진대회",https://contest.spectory.net/nie/ecobank/2023/1,2023-08-21,2023-10-06
공모전,2023년 금산군 데이터기반행정 아이디어 공모전,https://www.geumsan.go.kr/kr/html/sub03/030302.html?mode=V&site_dvs_cd=kr&mng_no=5310fd364aaa45e2b113bec4e2912490,2023-09-01,2023-10-08
공모전,2023 XR디바이스 콘텐츠 메이커톤&아이디어톤,http://idea.xrdclab.kr/,2023-08-14,2023-10-09
경진대회,국방 AI 경진대회,https://maicon.kr/,2023-09-19,2023-10-12
공모전,AutoGPT Arena Hacks,https://lablab.ai/event/autogpt-arena-hacks,2023-09-06,2023-10-12
공모전,제13기 시민연구원 공모,https://www.uri.re.kr/community/citizen_list.php,2023-06-26,2023-10-12
공모전,2023년 AI+SECURITY 아이디어 공모전,https://www.kisa.or.kr/401/form?postSeq=3183#fnPostAttachDownload,2023-09-01,2023-10-13
공모전,(완주군) 버스 이용자 데이터를 활용한 최적 버스 노선 제시,https://compas.lh.or.kr/subj/competition/info?subjNo=SBJ_2308_003,2023-08-31,2023-10-13
공모전,(안산시) 도시 열섬화 정도 및 신규 식생 대상지역 분석,https://compas.lh.or.kr/subj/competition/info?subjNo=SBJ_2308_002,2023-08-31,2023-10-13
공모전,"제2회 대한민국 디지털 인재양성 프로젝트 <IT’s DGB, IM Challenger>",https://dgb-challenger.co.kr/,2023-08-07,2023-10-13
공모전,2023 산업통상자원부 ISTANS 논문경진대회,http://www.istans.or.kr/mobile/whNoticeView.do?seqno=226,2023-07-07,2023-10-13
공모전,FlowGPT Hackathon,https://flowgpt.com/blog/HackathonGuide,2023-09-15,2023-10-14
공모전,AI Game Jam,https://lablab.ai/event/ai-game-jam,2023-09-23,2023-10-14
공모전,2023년 제3회 소방안전 빅데이터 플랫폼 활용 및 아이디어 경진대회,https://bigdata-119.kr/bbs/view?bbsctt_id=489,2023-09-11,2023-10-16
경진대회,2023 NH 투자증권 빅데이터 경진대회,https://dacon.io/competitions/official/236145/overview/description,2023-09-04,2023-10-16
경진대회,2023년 용인시 SW/AI 해커톤,https://dacon.io/competitions/official/236161/overview/description,2023-09-22,2023-10-18
공모전,2023 오픈데이터포럼 해커톤,https://www.onoffmix.com/event/284280,2023-09-15,2023-10-19
공모전,2023 경남 제조AI 해커톤대회,http://www.m-aitech2023.co.kr/,2023-10-11,2023-10-20
공모전,2023 콘텐츠유니버스 코리아 '뤼튼 프롬프톤’,https://contentsuniverse.com/wrtnprompthon,2023-09-27,2023-10-20
공모전,2023 콘텐츠유니버스 코리아 '콘텐츠 테크 해커톤’,https://contentsuniverse.com/Hackathon,2023-09-22,2023-10-20
공모전,제11회 Creative Space G A.I & IoT 메이커톤,https://docs.google.com/forms/d/1s6t1XWFAnm3fUcwjx25xgNoU26ej3DZBAdNfQO5C1jk/viewform?pli=1&pli=1&edit_requested=true,2023-10-09,2023-10-20
공모전,2023년 국립국어원 인공 지능 언어 능력 평가,https://corpus.korean.go.kr/taskOrdtm/useTaskOrdtmList.do,2023-08-21,2023-10-20
경진대회,Mistral 7B 24-Hours Hackathon,https://lablab.ai/event/mistral-7b-24-hours-hackathon,2023-10-20,2023-10-21
경진대회,Binary Classification with a Software Defects Dataset,https://www.kaggle.com/competitions/playground-series-s3e23,2023-10-03,2023-10-23
공모전,2023년 AI 양재 허브 아이디어톤 대회,https://ai-yangjae.kr/board/board_basic/board_detail.asp?scrID=0000000170&pageNum=4&subNum=1&ssubNum=1&page=1&bd_num=00000001702023000033&act=view&s_string=,2023-09-27,2023-10-25
공모전,퓨리오사 AI 해커톤,https://furiosa-aihackathon.imweb.me/,2023-10-04,2023-10-25
공모전,LegalTech AI Hackathon,https://lablab.ai/event/legaltech-ai-hackathon,2023-10-25,2023-10-26
공모전,2023 인공지능콘텐츠융합창작랩 AI 융합 콘텐츠 공모전,https://www.gicon.or.kr/board.es?mid=a10201000000&bid=0001&act=view&list_no=29919,2023-10-12,2023-10-27
공모전,Falcon LLMs Hackathon sponsored by GAIA,https://lablab.ai/event/falcon-llms-hackathon-with-gaia,2023-10-27,2023-10-27
공모전,제3회 민원 데이터 분석 경진 대회,https://dgau.ac.kr/ext_etc/906,2023-09-25,2023-10-27
공모전,WCRC 2023 Data Contest 데이터 경진대회,https://zero-base-ds-promotion-datacontest.oopy.io/?utm_source=allcon&utm_medium=affiliate_banner&utm_campaign=231004_231004_DS_Contest_allcon,2023-09-27,2023-10-30
공모전,2023년 추계학술대회 - 대학생 ERP 아이디어 공모전,https://www.ksystem.co.kr/notice/?mod=document&pageid=1&uid=408&execute_uid=408,2023-10-11,2023-10-30
경진대회,2023년 우주전파재난 예측 AI 경진대회,https://spaceweather.rra.go.kr/aicontest/contest.do,2023-09-25,2023-10-30
공모전,2023년 NABIS 균형발전 빅데이터 분석 공모전,https://www.nabis.go.kr/noticeDetailView.do?menucd=195&gbnCode=S22&refCode=S221&noticeNo=764&appfileNo=16583,2023-09-08,2023-10-30
경진대회,HD현대 AI Challenge,https://dacon.io/competitions/official/236158/overview/description,2023-09-25,2023-10-30
공모전,2023 ABB 해커톤,https://abb-hackathon.kr/,2023-10-16,2023-10-31
공모전,임팩트캠퍼스 IT서비스 공모전,https://www.2023impactcontest-ic.com/,2023-09-25,2023-10-31
공모전,"AI를 활용한, 지역상권 활성화 아이디어 공모전",https://home.sjcu.ac.kr/ko/support/notice-all.do?mode=view&articleNo=121369,2023-09-01,2023-10-31
공모전,2023년 TIPA 대국민 혁신아이디어 공모전,https://www.tipa.or.kr/s040101/view/id/14949,2023-10-04,2023-10-31
경진대회,2023 ALGO 트레이딩 챌린지,https://algochallenge.org/kr2023/#register/,2023-09-20,2023-10-31
공모전,챗봇 ‘서울톡’ - 답변정확도 향상 공모전,https://news.seoul.go.kr/gov/archives/552968,2023-09-25,2023-10-31
경진대회,Melting Pot Contest at NeurIPS 2023,https://www.aicrowd.com/challenges/meltingpot-challenge-2023,2023-08-31,2023-10-31
공모전,2023년 학교안전사고 데이터 분석·활용 경진대회,https://www.xn--289axkt9l0mao04fs9c7wrl7hfxc.com/,2023-08-21,2023-10-31
공모전,제6회 D-TECH 장애인과 우리 모두를 위한 꿈,https://www.d-techcampaign.com/,2023-08-14,2023-10-31
공모전,제3회 농업관측 논문경진대회,https://aglook.krei.re.kr/main/uParticipationInfo,2023-04-03,2023-10-31
경진대회,2023 dob world 딥러닝 챌린지,http://competition.dob.world/?fbclid=IwAR36dEzYZoOUVR_zeJssZR6j_t3xvgbmROP1STwIIP8GJ9yqVnDZRhb04U8,2023-09-18,2023-11-01
공모전,2023 서울특별시 빅데이터캠퍼스 공모전,https://mediahub.seoul.go.kr/gongmo/2000421,2023-09-11,2023-11-03
공모전,2023 뉴스빅데이터 해커톤,https://newsbigdata.org/?utm_source=all-con&utm_medium=contest&utm_campaign=newsbigdatahk,2023-10-23,2023-11-06
경진대회,LLM Prompting with MakerSuite,https://www.kaggle.com/competitions/llm-prompting-with-makersuite,2023-10-11,2023-11-06
경진대회,AI Village Capture the Flag @ DEFCON31,https://www.kaggle.com/competitions/ai-village-capture-the-flag-defcon31,2023-10-09,2023-11-09
